,Długość,CapsLock_śr,CapsLock_Max,CapsLock_Sum,http,font,td,statements,www,nbsp,height,pills,width,size,ect,the,to,hou,enron,for,on,i,and,deal
3910,498,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,0
3911,366,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
3912,300,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,3
3913,354,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
3914,76,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3915,1030,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,3,1,2,2,3,7,2,0
3916,52,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,50,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3918,155,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3919,95,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3920,673,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3921,846,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,1,0,0
3922,342,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0
3923,121,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3924,55,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3925,209,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3926,3219,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,9,0,8,12,6,5,15,1
3927,212,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3928,645,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,3,0,3,0
3929,1085,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,2,1
3930,1355,1.0,1,1,0,0,0,0,0,0,0,0,0,0,13,2,4,8,3,0,4,0,0,0
3931,93,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3932,213,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3
3933,29,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,188,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3935,274,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0
3936,47,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3937,77,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
3938,392,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
3939,369,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,1,1,0
3940,128,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
3941,99,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3942,846,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,0,0,0
3943,926,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,0,0,3,0
3944,586,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,1,0,4,0
3945,78,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3946,108,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3947,436,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
3948,495,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0
3949,846,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,6,0,3,4,0
3950,242,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
3951,2279,1.0,1,1,0,0,0,0,0,0,0,0,0,0,8,16,12,4,0,9,5,5,3,3
3952,400,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3953,663,1.0,1,1,2,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,1,0,2,0
3954,3615,1.0,1,1,0,0,0,0,0,0,0,0,0,0,20,35,21,10,3,6,3,9,4,2
3955,376,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
3956,209,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,2348,1.0,1,1,1,0,0,0,4,0,0,0,0,0,0,8,7,0,0,7,2,0,12,0
3958,440,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0
3959,1415,1.0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,5,2,8,3,6,2,5,2
3960,920,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,6,0,1,0,0,7,5,0
3961,1660,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,10,6,0,0,5,3,7,9,0
3962,411,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,1,1,0,0
3963,77,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3964,133,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
3965,323,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0
3966,474,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,1,3,0
3967,464,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,3,2,3,3
3968,951,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,9,2,0,0,1,2,0,4,0
3969,296,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,1,0
3970,1710,1.0,1,1,0,0,0,0,0,0,0,0,0,0,7,15,11,7,11,2,2,2,1,0
3971,4120,1.0,1,1,0,0,0,3,0,0,0,0,0,0,0,19,19,0,0,6,10,0,21,0
3972,587,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,4,1,0,4,1,0,0,4
3973,1512,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,1,0,3,0
3974,985,1.0,1,1,3,2,2,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
3975,94,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3976,1537,1.0,1,1,0,0,0,0,0,0,0,0,0,0,11,4,4,6,0,1,1,2,0,0
3977,740,1.0,1,1,0,0,0,0,0,0,0,0,0,0,6,2,5,3,1,6,0,1,0,6
3978,1053,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,6,0
3979,1675,1.0,1,1,0,0,0,0,0,0,0,0,0,0,16,6,8,8,4,0,1,0,1,0
3980,587,1.0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,0
3981,2409,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,6,0,0,3,0
3982,1568,1.0,1,1,2,0,0,0,1,0,0,0,0,0,0,5,7,0,0,9,0,0,0,0
3983,378,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,1,0
3984,2008,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,12,4,1,4,6,4,4,7,4
3985,945,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,7,0,1,2,0,5,0,0
3986,390,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3987,342,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0
3988,105,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
3989,471,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0
3990,1122,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,3,1,0,4,2,0,0,0
3991,65,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3992,337,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,2,0
3993,535,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1
3994,61,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3995,231,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,1305,1.0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0
3997,1275,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,1,0,0
3998,643,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,1,1,1
3999,349,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0
4000,414,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0
4001,322,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4002,446,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0
4003,1798,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,15,4,0,0,8,0,0,14,0
4004,93,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4005,939,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,1,1
4006,3024,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,35,20,0,0,3,6,13,11,0
4007,657,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8,2,0,0,0,0
4008,119,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
4009,759,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,2,2,4,1,2
4010,2035,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0,0,0
4011,1899,1.0,1,1,1,0,0,0,4,0,0,0,0,0,0,7,7,0,0,7,1,0,6,0
4012,577,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,2401,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,6,2,8,6,1
4014,575,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0
4015,232,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
4016,272,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
4017,420,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,1053,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,1,1,0
4019,96,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4020,740,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,1,0,2,0
4021,95,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4022,694,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,2,0
4023,542,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,3,1,4,1
4024,1045,1.0,1,1,0,0,0,0,0,0,0,0,0,0,6,1,3,4,1,2,2,3,0,0
4025,97,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4026,2441,1.0,1,1,0,0,0,0,0,0,0,0,0,0,14,21,13,7,0,2,6,2,3,5
4027,1136,1.0,1,1,0,0,0,0,0,0,0,0,0,0,5,8,5,3,3,7,6,2,0,4
4028,280,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0
4029,996,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,3,4,2,4,0
4030,220,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
4031,131,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4032,179,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4033,965,1.0,1,1,0,0,0,0,0,0,0,0,0,0,16,3,2,8,0,0,0,0,2,2
4034,1163,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,3,3,0,4,0
4035,232,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0
4036,727,1.0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,3,1,3,2,1,2,1,0
4037,3681,1.0,1,1,0,0,0,0,0,0,0,0,0,0,27,29,26,14,5,7,2,10,3,4
4038,398,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0
4039,910,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,4,2,1,1,0
4040,342,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,3
4041,1982,1.0,1,1,0,0,0,0,0,0,0,0,0,0,22,1,5,12,12,1,5,0,0,0
4042,1834,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,3,6,3,14,4
4043,690,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,2,0,0
4044,55,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
4045,129,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
4046,984,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,2,1,1,1,0,0
4047,982,1.0,1,1,0,0,0,0,0,0,0,0,0,0,4,7,3,2,4,2,1,2,2,0
4048,1021,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,3,2,0
4049,471,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,1,1,3,0
4050,970,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,1,0,0,3,2
4051,1569,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,3,1,8,8,5,1,1,0
4052,107,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4053,4733,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,42,26,0,0,6,2,0,25,0
4054,381,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
4055,158,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
4056,229,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0
4057,5680,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,2,0,0,2,0
4058,7241,1.0,1,1,0,0,0,0,0,0,0,0,0,0,78,45,39,38,17,6,12,18,16,0
4059,347,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0
4060,2852,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,7,7,1,0,6,5,5,3,0
4061,199,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4062,409,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0
4063,4616,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,29,12,0,9,11,12,4,10,10
4064,167,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4065,3712,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,27,17,0,0,6,4,0,12,0
4066,137,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
4067,237,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,99,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4069,1237,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,6,0,2,5,5,2,2,1
4070,472,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,2,7,1,0
4071,1975,1.0,1,1,0,0,0,0,0,0,0,0,0,0,7,16,12,4,1,5,6,3,4,3
4072,90,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
4073,454,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,2,0,1,4,0
4074,683,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,3,1,0,2,0
4075,278,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
4076,36,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,95,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4078,1189,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,0
4079,257,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4080,543,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
4081,11,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,526,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0
4083,490,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,1005,1.0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,9,1,2,0,1
4085,795,1.0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,1,0
4086,825,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
4087,301,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,1
4088,51,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4089,525,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,1,0
4090,941,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
4091,812,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,3,1,1,1,0
4092,402,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,2480,1.0,1,1,0,0,0,0,0,0,0,0,0,0,14,3,8,8,1,1,3,0,0,4
4094,220,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,1,0,0,2
4095,302,1.0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,1,0,0,0
4096,908,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,2,5,0,0
4097,75,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,3216,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,34,18,0,0,3,6,1,11,0
4099,2042,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,31,9,0,0,9,2,1,5,8
4100,636,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0
4101,8880,1.0,1,1,0,0,0,11,0,0,0,0,0,0,0,76,34,0,0,12,7,0,37,0
4102,1965,1.0,1,1,4,0,0,0,4,0,0,0,0,0,0,3,10,0,0,2,6,0,0,0
4103,69,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,1478,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,5,1,3,6,6
4105,3673,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,25,25,0,5,6,7,13,16,5
4106,753,1.0,1,1,0,0,0,0,0,0,0,0,0,0,6,5,4,3,3,1,3,2,2,0
4107,221,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0
4108,254,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,0
4109,55,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4110,371,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
4111,103,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4112,27,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,278,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
4114,229,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,1
4115,814,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,2,2,0,1,0
4116,2908,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,14,20,0,11,5,1,0,16,0
4117,311,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,2,2,1,3,2
4118,92,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4119,2592,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,22,12,0,11,4,2,6,12,0
4120,2661,1.0,1,1,0,0,0,0,0,0,0,0,0,0,18,9,10,11,4,8,5,2,3,4
4121,431,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
4122,228,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
4123,1825,1.0,1,1,0,0,0,0,0,0,0,0,0,0,7,10,9,4,3,2,4,12,5,0
4124,162,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4125,132,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
4126,390,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4127,403,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
4128,471,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1
4129,76,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4130,134,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4131,3579,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,40,9,0,9,13,15,1,3,0
4132,532,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1,1,0
4133,222,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
4134,5086,1.0,1,1,0,0,0,0,0,0,0,0,0,0,69,28,20,36,2,5,12,7,9,2
4135,77,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,1058,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,2,1,0,1,0
4137,1201,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,5,1,1,5,0
4138,743,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,3,1,1,1,0
4139,52,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4140,411,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,0,0,1,0
4141,3289,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,3,2,0,12,0
4142,6357,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,106,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
4144,265,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0
4145,1465,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,2,2,7,0
4146,103,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
4147,934,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,2,1,4,0
4148,99,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4149,1785,1.0,1,1,0,0,0,0,0,0,0,0,0,0,11,15,8,5,4,6,3,5,0,9
4150,704,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,4,1,0,3,0
4151,639,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,1,0
4152,729,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,4,3,1,3,0,0
4153,630,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,2,3,4,0
4154,749,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0
4155,2102,1.0,1,1,0,0,0,0,0,0,0,0,0,0,12,5,8,7,0,15,2,3,12,4
4156,1980,1.0,1,1,0,0,0,0,0,0,0,0,0,0,10,17,8,6,0,5,3,5,4,2
4157,605,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,2,3,0
4158,246,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
4159,1660,1.0,1,1,0,0,0,0,0,0,0,0,0,0,14,2,7,8,0,3,4,6,4,2
4160,1867,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0
4161,1471,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,8,0,3,2,1,5,3,0
4162,368,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0
4163,1180,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,4,2
4164,136,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
4165,96,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4166,467,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,0,0,1,0
4167,92,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4168,77,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,118,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
4170,583,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0
